"user_id","subscription_plan","subscription_date","plan_change_date","new_subscription_plan","last_active_date","city_tier","age_group"
"UIDLC1a0647cf630","Premium","2024-06-21","2024-07-21","Free",\N,"Tier 3","18-24"
"UIDLC1a068549309","Free","2024-07-28",\N,\N,"2024-09-24","Tier 1","25-34"
"UIDLC1a06ac15ac1","Premium","2024-10-27","2024-11-27","Free",\N,"Tier 2","18-24"
"UIDLC1a06f86b54d","Free","2024-11-15",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a06fda4488","Free","2024-08-29",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a082718abe","Premium","2024-11-04",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a0879e1b10","Premium","2024-07-10","2024-08-10","Free",\N,"Tier 2","18-24"
"UIDLC1a094dd5ba7","Free","2024-05-04",\N,\N,"2024-07-02","Tier 1","25-34"
"UIDLC1a09f594327","Free","2024-11-29",\N,\N,"2024-12-21","Tier 3","18-24"
"UIDLC1a0a93b3326","Free","2024-07-20",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a0b1c92968","Basic","2024-06-14",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a0b9b187fa","Basic","2024-11-06",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a0b9d489a4","Free","2024-06-16",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a0c2ae30d1","Premium","2024-09-09","2024-10-09","Free",\N,"Tier 2","25-34"
"UIDLC1a0c57a847a","Free","2024-10-01",\N,\N,"2024-10-25","Tier 2","18-24"
"UIDLC1a0c8a672bb","Premium","2024-06-30",\N,\N,"2024-11-21","Tier 1","35-44"
"UIDLC1a0d534cdfb","Free","2024-01-19",\N,\N,"2024-09-01","Tier 2","18-24"
"UIDLC1a0d97f2f6a","Free","2024-03-06",\N,\N,"2024-07-23","Tier 2","18-24"
"UIDLC1a0db95fcf3","Free","2024-06-17",\N,\N,"2024-08-08","Tier 2","18-24"
"UIDLC1a0e44dc202","Basic","2024-11-13",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a0e60dc205","Basic","2024-10-26",\N,\N,\N,"Tier 2","45+"
"UIDLC1a0e97e9398","Free","2024-09-24",\N,\N,"2024-11-03","Tier 3","25-34"
"UIDLC1a0e9fd5ed2","Basic","2024-11-28",\N,\N,"2024-12-22","Tier 2","45+"
"UIDLC1a0eb44e749","Free","2024-09-30",\N,\N,"2024-11-01","Tier 3","18-24"
"UIDLC1a0f56eb306","Free","2024-08-22",\N,\N,"2024-11-22","Tier 3","18-24"
"UIDLC1a0f7348313","Free","2024-02-16",\N,\N,"2024-11-25","Tier 3","18-24"
"UIDLC1a0fc864142","Free","2024-08-02",\N,\N,"2024-09-25","Tier 3","25-34"
"UIDLC1a107de1bc6","Free","2024-06-05",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a10b77d5af","Free","2024-06-07",\N,\N,"2024-07-27","Tier 2","18-24"
"UIDLC1a10c9249ad","Basic","2024-03-30",\N,\N,"2024-06-29","Tier 3","25-34"
"UIDLC1a10ed53fc0","Basic","2024-08-20",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a115a96574","Premium","2024-03-10","2024-04-10","Free",\N,"Tier 2","18-24"
"UIDLC1a119785cd2","Premium","2024-10-24","2024-12-24","Free",\N,"Tier 3","18-24"
"UIDLC1a11b0100a0","Free","2024-10-03",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a1202d285e","Free","2024-02-22",\N,\N,"2024-05-18","Tier 2","18-24"
"UIDLC1a123e6978c","Premium","2024-11-24","2024-12-24","Basic",\N,"Tier 1","35-44"
"UIDLC1a1283592fd","Free","2024-06-20",\N,\N,"2024-10-24","Tier 3","45+"
"UIDLC1a1497032b4","Free","2024-07-14",\N,\N,"2024-08-17","Tier 1","45+"
"UIDLC1a14fde1566","Free","2024-09-07",\N,\N,\N,"Tier 2","45+"
"UIDLC1a156ebdd28","Basic","2024-04-27",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a1623ecb1b","Free","2024-04-04",\N,\N,"2024-05-16","Tier 3","35-44"
"UIDLC1a163f92e6a","Free","2024-11-28",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a16bc02d09","Free","2024-09-05",\N,\N,"2024-10-23","Tier 3","18-24"
"UIDLC1a1712b15b0","Basic","2024-11-17",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a17a569e65","Basic","2024-04-27",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a189404e7d","Free","2024-11-04",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a19095b580","Free","2024-08-07",\N,\N,"2024-10-02","Tier 2","18-24"
"UIDLC1a1925efa53","Basic","2024-10-05",\N,\N,\N,"Tier 3","45+"
"UIDLC1a19612bbdc","Free","2024-10-07",\N,\N,"2024-10-29","Tier 3","18-24"
"UIDLC1a19f82cfb0","Free","2024-11-05",\N,\N,"2024-12-01","Tier 2","18-24"
"UIDLC1a1a4adf543","Free","2024-05-07",\N,\N,"2024-07-01","Tier 1","25-34"
"UIDLC1a1af615da2","Basic","2024-02-13","2024-04-13","Free",\N,"Tier 2","35-44"
"UIDLC1a1b0151273","Free","2024-03-20","2024-05-20","Basic",\N,"Tier 2","35-44"
"UIDLC1a1b1a5fbcf","Basic","2024-09-22",\N,\N,\N,"Tier 3","45+"
"UIDLC1a1b6b5e49d","Free","2024-07-03",\N,\N,"2024-08-15","Tier 3","35-44"
"UIDLC1a1ba95b784","Free","2024-02-06",\N,\N,"2024-03-12","Tier 2","25-34"
"UIDLC1a1bd6f11d2","Free","2024-11-16",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a1c251ef50","Basic","2024-02-12",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a1d06133af","Basic","2024-03-27",\N,\N,"2024-05-10","Tier 2","18-24"
"UIDLC1a1d4b32317","Basic","2024-01-31",\N,\N,"2024-11-09","Tier 2","25-34"
"UIDLC1a1db083c4c","Free","2024-04-16",\N,\N,"2024-05-28","Tier 2","18-24"
"UIDLC1a1df9470a3","Basic","2024-04-04",\N,\N,"2024-05-05","Tier 1","25-34"
"UIDLC1a1e22f2c09","Free","2024-10-17",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a1ee32bcce","Free","2024-09-19",\N,\N,"2024-11-26","Tier 3","45+"
"UIDLC1a1f4c09b46","Premium","2024-05-24",\N,\N,"2024-07-17","Tier 1","25-34"
"UIDLC1a2022ac790","Free","2024-11-08",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a203ebad86","Basic","2024-11-06",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a207fdf580","Premium","2024-07-09",\N,\N,"2024-10-31","Tier 1","18-24"
"UIDLC1a20f1236d6","Free","2024-11-07",\N,\N,"2024-12-04","Tier 1","45+"
"UIDLC1a2199dfb04","Basic","2024-07-19",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a21e25cd1d","Free","2024-05-06",\N,\N,"2024-06-11","Tier 3","18-24"
"UIDLC1a22026722b","Free","2024-10-11",\N,\N,"2024-10-31","Tier 3","35-44"
"UIDLC1a225bb0c11","Free","2024-07-08",\N,\N,"2024-08-07","Tier 2","18-24"
"UIDLC1a22d751bca","Free","2024-10-17",\N,\N,"2024-11-09","Tier 3","18-24"
"UIDLC1a22e2b51e7","Basic","2024-09-28",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a2320089b8","Free","2024-09-04",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a237948eca","Basic","2024-10-02",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a24700f7f7","Basic","2024-10-21",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a24b7fd649","Premium","2024-06-29","2024-09-29","Basic",\N,"Tier 2","25-34"
"UIDLC1a24dcde19a","Free","2024-09-16",\N,\N,"2024-11-03","Tier 3","18-24"
"UIDLC1a254119b98","Free","2024-11-11",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a2546005c9","Free","2024-09-03",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a2547fc3b4","Basic","2024-08-09","2024-09-09","Free",\N,"Tier 2","18-24"
"UIDLC1a259e6b99a","Basic","2024-07-15",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a26c154e6b","Free","2024-06-05",\N,\N,"2024-10-13","Tier 3","25-34"
"UIDLC1a27373a916","Basic","2024-10-31",\N,\N,\N,"Tier 1","35-44"
"UIDLC1a27aadc25a","Free","2024-07-03",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a28b2ce8d2","Free","2024-11-13",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a28bc4ed30","Basic","2024-05-19",\N,\N,"2024-07-09","Tier 3","18-24"
"UIDLC1a28c3708e4","Basic","2024-10-13","2024-11-13","Free",\N,"Tier 3","45+"
"UIDLC1a28fd8bfb6","Free","2024-02-16",\N,\N,"2024-04-24","Tier 3","45+"
"UIDLC1a29419b897","Free","2024-02-12",\N,\N,"2024-09-27","Tier 3","18-24"
"UIDLC1a298143e69","Basic","2024-04-01","2024-06-01","Free",\N,"Tier 3","18-24"
"UIDLC1a2996a3cbe","Free","2024-07-24",\N,\N,"2024-09-15","Tier 3","18-24"
"UIDLC1a2a1db424c","Free","2024-07-24",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a2ae343821","Free","2024-08-02",\N,\N,"2024-10-04","Tier 1","35-44"
"UIDLC1a2af992196","Premium","2024-09-27",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a2b5396ca4","Free","2024-08-01",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a2b56977cc","Free","2024-07-03",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a2b5fd6f72","Premium","2024-11-25",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a2b66e3e99","Free","2024-03-16",\N,\N,"2024-05-09","Tier 2","25-34"
"UIDLC1a2bde47857","Free","2024-10-16",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a2bf3943ae","Premium","2024-05-19","2024-07-19","Basic",\N,"Tier 2","18-24"
"UIDLC1a2c440a765","Basic","2024-10-02",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a2cb6453e5","Premium","2024-10-09",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a2cddaa82a","Basic","2024-09-24",\N,\N,"2024-10-25","Tier 2","45+"
"UIDLC1a2cf92f0ed","Free","2024-09-24",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a2e781cabf","Premium","2024-11-23",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a2ee98aa55","Free","2024-02-22",\N,\N,"2024-05-13","Tier 2","45+"
"UIDLC1a2f4c206a8","Free","2024-05-21",\N,\N,"2024-07-06","Tier 2","25-34"
"UIDLC1a2f9b66aa6","Basic","2024-10-06",\N,\N,"2024-11-01","Tier 2","25-34"
"UIDLC1a2fa003293","Basic","2024-01-03",\N,\N,"2024-07-13","Tier 3","25-34"
"UIDLC1a2fa278bed","Basic","2024-08-22",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a2fb3b5ffb","Premium","2024-09-04",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a304e0de88","Free","2024-10-30",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a308b66bcb","Free","2024-02-01",\N,\N,"2024-09-05","Tier 2","18-24"
"UIDLC1a31411ab1f","Basic","2024-05-26",\N,\N,"2024-07-18","Tier 1","35-44"
"UIDLC1a31ad86e6a","Basic","2024-11-27",\N,\N,"2024-12-22","Tier 2","35-44"
"UIDLC1a320f8ce38","Basic","2024-11-13",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a32b1613c8","Basic","2024-01-13",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a331f0b6c8","Free","2024-11-11",\N,\N,"2024-12-02","Tier 2","25-34"
"UIDLC1a3449af237","Basic","2024-08-23",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a3544748ce","Free","2024-11-15",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a35b6737d7","Basic","2024-09-07",\N,\N,"2024-10-19","Tier 1","35-44"
"UIDLC1a3629968b5","Premium","2024-11-16",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a36fb4d0a9","Free","2024-11-22",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a371cd0bad","Premium","2024-11-29","2024-12-29","Free",\N,"Tier 3","25-34"
"UIDLC1a3774a7f27","Free","2024-06-22",\N,\N,"2024-07-23","Tier 3","25-34"
"UIDLC1a38873fdc5","Basic","2024-09-11",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a38de35315","Free","2024-02-13",\N,\N,"2024-04-14","Tier 3","35-44"
"UIDLC1a39d3e3b56","Basic","2024-06-23",\N,\N,\N,"Tier 1","45+"
"UIDLC1a39ee65bb5","Free","2024-07-29",\N,\N,"2024-10-17","Tier 2","35-44"
"UIDLC1a3a91de916","Free","2024-09-18",\N,\N,"2024-10-19","Tier 3","35-44"
"UIDLC1a3aa87c6ae","Free","2024-03-24",\N,\N,\N,"Tier 3","45+"
"UIDLC1a3b2b4bcde","Premium","2024-01-12",\N,\N,"2024-08-09","Tier 2","18-24"
"UIDLC1a3b56e0a66","Basic","2024-10-23",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a3b902be0f","Basic","2024-11-16",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a3c2906b1b","Premium","2024-11-16","2024-12-16","Free",\N,"Tier 1","18-24"
"UIDLC1a3d401d3eb","Premium","2024-09-29",\N,\N,"2024-11-21","Tier 2","18-24"
"UIDLC1a3da17d7ba","Free","2024-04-21",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a3f1919f59","Free","2024-06-25",\N,\N,"2024-08-03","Tier 2","25-34"
"UIDLC1a3f7013361","Basic","2024-09-21",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a3fafc6bc4","Free","2024-08-25",\N,\N,"2024-10-21","Tier 2","35-44"
"UIDLC1a3fe075197","Basic","2024-04-10","2024-06-10","Premium",\N,"Tier 2","18-24"
"UIDLC1a404778c01","Free","2024-06-28",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a4068dee7c","Free","2024-11-02",\N,\N,"2024-11-24","Tier 3","25-34"
"UIDLC1a41b31586f","Free","2024-11-11",\N,\N,\N,"Tier 2","45+"
"UIDLC1a41ed5649a","Premium","2024-02-19",\N,\N,"2024-03-29","Tier 2","35-44"
"UIDLC1a434670e23","Free","2024-07-21",\N,\N,"2024-09-13","Tier 2","18-24"
"UIDLC1a437662a1c","Basic","2024-10-31",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a442ddc299","Basic","2024-07-24",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a44ab1c368","Free","2024-11-26",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a4533810ab","Basic","2024-08-19",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a45bd7f576","Free","2024-04-21",\N,\N,\N,"Tier 3","45+"
"UIDLC1a45ec47454","Free","2024-10-09",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a4661deafa","Basic","2024-09-02",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a46e532f8d","Basic","2024-09-30",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a47437453d","Basic","2024-05-16",\N,\N,"2024-07-02","Tier 2","25-34"
"UIDLC1a47571a8cd","Free","2024-08-05",\N,\N,"2024-10-02","Tier 2","18-24"
"UIDLC1a47eb0d732","Basic","2024-09-17",\N,\N,"2024-11-07","Tier 3","18-24"
"UIDLC1a480a64ade","Free","2024-02-22",\N,\N,"2024-04-07","Tier 3","25-34"
"UIDLC1a493c51a74","Free","2024-11-12",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a495c3e564","Basic","2024-10-12",\N,\N,"2024-11-10","Tier 1","18-24"
"UIDLC1a49ea97811","Basic","2024-04-04","2024-05-04","Free",\N,"Tier 2","18-24"
"UIDLC1a4a0adc50a","Free","2024-06-23",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a4a1744dd9","Basic","2024-07-02",\N,\N,"2024-08-16","Tier 2","18-24"
"UIDLC1a4a6a85526","Basic","2024-11-16",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a4af828408","Free","2024-11-25",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a4b459ec45","Free","2024-09-20",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a4bacb2cc9","Free","2024-11-01",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a4c195bc57","Basic","2024-02-12","2024-03-12","Free",\N,"Tier 3","25-34"
"UIDLC1a4d0573aba","Free","2024-07-16",\N,\N,"2024-08-22","Tier 2","25-34"
"UIDLC1a4d070338d","Basic","2024-11-03",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a4debe23d8","Free","2024-10-10",\N,\N,\N,"Tier 1","35-44"
"UIDLC1a4e4841e2b","Basic","2024-10-12",\N,\N,\N,"Tier 2","45+"
"UIDLC1a4ea9b42de","Premium","2024-06-21","2024-08-21","Free",\N,"Tier 3","18-24"
"UIDLC1a4eee60fea","Free","2024-07-06",\N,\N,"2024-08-09","Tier 1","25-34"
"UIDLC1a4f943bd33","Free","2024-01-08",\N,\N,"2024-03-26","Tier 2","18-24"
"UIDLC1a5002a67a3","Basic","2024-10-27",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a5028bbbce","Free","2024-04-05",\N,\N,"2024-05-12","Tier 3","18-24"
"UIDLC1a5046115ee","Basic","2024-10-22","2024-12-22","Premium",\N,"Tier 1","45+"
"UIDLC1a50933c9bd","Basic","2024-09-25",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a50c1246de","Basic","2024-07-24",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a513e570d8","Premium","2024-04-22",\N,\N,"2024-06-21","Tier 3","25-34"
"UIDLC1a5164bcee9","Free","2024-10-18",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a51eca4e26","Free","2024-09-23",\N,\N,"2024-10-27","Tier 2","35-44"
"UIDLC1a52a9eb203","Basic","2024-02-25","2024-03-25","Free",\N,"Tier 2","25-34"
"UIDLC1a52b2e6615","Basic","2024-05-30","2024-06-30","Free",\N,"Tier 2","25-34"
"UIDLC1a52fdc48eb","Premium","2024-08-14",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a53ae85a5f","Free","2024-10-11",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a5428fae3e","Premium","2024-07-29",\N,\N,"2024-09-30","Tier 3","18-24"
"UIDLC1a54c0aa511","Premium","2024-11-30",\N,\N,"2024-12-23","Tier 1","35-44"
"UIDLC1a5536a4c09","Basic","2024-02-04",\N,\N,\N,"Tier 2","45+"
"UIDLC1a5546356a8","Free","2024-06-16",\N,\N,"2024-08-12","Tier 3","45+"
"UIDLC1a555060aa0","Free","2024-11-09",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a5688e0b5b","Basic","2024-06-08","2024-08-08","Free",\N,"Tier 3","18-24"
"UIDLC1a57e7a55c2","Free","2024-02-08",\N,\N,"2024-03-26","Tier 1","25-34"
"UIDLC1a57faa0149","Free","2024-05-20",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a5958563c4","Free","2024-06-25",\N,\N,"2024-09-21","Tier 1","35-44"
"UIDLC1a5997e843b","Free","2024-11-20",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a59f7a0684","Free","2024-11-25",\N,\N,"2024-12-17","Tier 3","35-44"
"UIDLC1a5a14d5ee2","Free","2024-10-01",\N,\N,\N,"Tier 3","45+"
"UIDLC1a5a43da13f","Premium","2024-11-05",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a5a5f52992","Basic","2024-03-15",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a5ac9ec9e8","Basic","2024-09-12",\N,\N,\N,"Tier 1","45+"
"UIDLC1a5ad73233c","Basic","2024-04-02",\N,\N,"2024-05-14","Tier 3","18-24"
"UIDLC1a5b4699270","Free","2024-02-21",\N,\N,"2024-04-10","Tier 3","35-44"
"UIDLC1a5bfa62573","Free","2024-07-08",\N,\N,"2024-09-03","Tier 3","25-34"
"UIDLC1a5cba8c9f5","Free","2024-11-02",\N,\N,"2024-11-28","Tier 2","18-24"
"UIDLC1a5d5f0008a","Free","2024-07-14",\N,\N,"2024-08-28","Tier 2","25-34"
"UIDLC1a5d85a0649","Free","2024-06-01",\N,\N,"2024-07-02","Tier 3","18-24"
"UIDLC1a5dc5c6ca2","Free","2024-04-03",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a5e81f5f8d","Free","2024-09-27",\N,\N,"2024-10-31","Tier 3","25-34"
"UIDLC1a5fd66799a","Premium","2024-09-07",\N,\N,"2024-10-08","Tier 2","35-44"
"UIDLC1a600c633ff","Free","2024-11-18",\N,\N,"2024-12-14","Tier 3","18-24"
"UIDLC1a602fe249b","Premium","2024-10-22",\N,\N,\N,"Tier 1","45+"
"UIDLC1a60aa6a16e","Premium","2024-04-09","2024-05-09","Free",\N,"Tier 1","18-24"
"UIDLC1a6199a1107","Basic","2024-09-11",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a62158011a","Basic","2024-07-17",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a6251e8670","Basic","2024-05-27",\N,\N,"2024-07-21","Tier 2","18-24"
"UIDLC1a62a39f4e7","Free","2024-10-13",\N,\N,"2024-11-04","Tier 2","25-34"
"UIDLC1a62ca85507","Premium","2024-09-08","2024-11-08","Free",\N,"Tier 1","18-24"
"UIDLC1a63b53a35b","Basic","2024-08-10",\N,\N,\N,"Tier 3","45+"
"UIDLC1a6494d1110","Free","2024-11-14",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a64b27f22a","Premium","2024-04-08","2024-05-08","Free",\N,"Tier 1","45+"
"UIDLC1a64e27fc91","Free","2024-10-27",\N,\N,"2024-11-20","Tier 1","35-44"
"UIDLC1a6685683bb","Basic","2024-06-08",\N,\N,"2024-07-27","Tier 1","18-24"
"UIDLC1a6687a7b2b","Basic","2024-07-27",\N,\N,"2024-08-31","Tier 2","25-34"
"UIDLC1a673a36974","Basic","2024-09-12",\N,\N,"2024-11-01","Tier 1","18-24"
"UIDLC1a6744c8a34","Free","2024-06-28",\N,\N,"2024-08-08","Tier 2","18-24"
"UIDLC1a67a308153","Free","2024-01-01",\N,\N,"2024-10-15","Tier 3","25-34"
"UIDLC1a67ac5e838","Free","2024-02-15",\N,\N,"2024-07-31","Tier 2","18-24"
"UIDLC1a67db7ce53","Free","2024-10-28",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a67e116d91","Premium","2024-01-29","2024-03-29","Basic",\N,"Tier 2","45+"
"UIDLC1a67e24eba4","Premium","2024-11-09","2024-12-09","Free",\N,"Tier 3","18-24"
"UIDLC1a680367b74","Basic","2024-08-11",\N,\N,"2024-10-09","Tier 2","25-34"
"UIDLC1a68c19e922","Free","2024-07-01",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a6940d24ec","Basic","2024-11-12","2024-12-12","Premium",\N,"Tier 1","25-34"
"UIDLC1a6951ead01","Free","2024-06-24",\N,\N,"2024-08-22","Tier 3","25-34"
"UIDLC1a69d91111c","Free","2024-07-09",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a69e136943","Free","2024-11-18",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a6a629b609","Premium","2024-08-07",\N,\N,"2024-09-07","Tier 2","35-44"
"UIDLC1a6afe3b549","Free","2024-04-10",\N,\N,"2024-06-07","Tier 2","25-34"
"UIDLC1a6b77f150f","Free","2024-05-04",\N,\N,\N,"Tier 2","35-44"
"UIDLC1a6bebffb70","Free","2024-11-04",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a6bf49b841","Free","2024-07-23",\N,\N,"2024-09-15","Tier 2","45+"
"UIDLC1a6c10b1460","Free","2024-10-07",\N,\N,"2024-10-30","Tier 3","18-24"
"UIDLC1a6d24aca61","Free","2024-05-11",\N,\N,\N,"Tier 2","45+"
"UIDLC1a6d9b80389","Free","2024-09-16",\N,\N,"2024-10-19","Tier 3","18-24"
"UIDLC1a6dcfad4ab","Free","2024-01-18",\N,\N,"2024-03-31","Tier 3","18-24"
"UIDLC1a6dec91e20","Basic","2024-09-13",\N,\N,\N,"Tier 3","45+"
"UIDLC1a6e373293d","Free","2024-05-25",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a6f9c9d432","Free","2024-07-22",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a6fde6aeda","Free","2024-05-19",\N,\N,"2024-10-19","Tier 2","25-34"
"UIDLC1a708a881c5","Free","2024-07-29",\N,\N,"2024-09-07","Tier 3","18-24"
"UIDLC1a70934d513","Free","2024-03-28",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a70a404a47","Basic","2024-10-12",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a71a8984bf","Basic","2024-03-10",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a71c24c09d","Premium","2024-11-16","2024-12-16","Free",\N,"Tier 2","18-24"
"UIDLC1a71d4aeb27","Free","2024-09-04",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a720ed67fa","Free","2024-07-12",\N,\N,"2024-08-29","Tier 3","25-34"
"UIDLC1a7210ef340","Free","2024-02-04",\N,\N,"2024-03-20","Tier 2","35-44"
"UIDLC1a72b640ee2","Basic","2024-03-28","2024-05-28","Free",\N,"Tier 1","18-24"
"UIDLC1a73be18f66","Free","2024-11-21",\N,\N,"2024-12-20","Tier 2","18-24"
"UIDLC1a73cc5035d","Premium","2024-09-07",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a73cf00ac8","Basic","2024-11-01",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a73dd22b07","Basic","2024-10-26",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a73e5df98a","Free","2024-10-27",\N,\N,"2024-11-20","Tier 1","45+"
"UIDLC1a73f79bb78","Basic","2024-11-23",\N,\N,\N,"Tier 3","35-44"
"UIDLC1a742d79af3","Basic","2024-05-03","2024-07-03","Free",\N,"Tier 2","25-34"
"UIDLC1a743bfd820","Basic","2024-08-19",\N,\N,\N,"Tier 2","25-34"
"UIDLC1a74583772a","Free","2024-11-06",\N,\N,"2024-12-01","Tier 2","35-44"
"UIDLC1a746d35820","Premium","2024-08-01","2024-09-01","Free",\N,"Tier 2","18-24"
"UIDLC1a74830120d","Premium","2024-08-12",\N,\N,\N,"Tier 1","25-34"
"UIDLC1a7573c7d7d","Free","2024-07-03",\N,\N,\N,"Tier 3","18-24"
"UIDLC1a75acbc25c","Free","2024-11-26",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a75ecdc44f","Basic","2024-08-05",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a76007b7bd","Free","2024-05-29",\N,\N,\N,"Tier 1","18-24"
"UIDLC1a762a0042c","Free","2024-07-07",\N,\N,\N,"Tier 3","25-34"
"UIDLC1a762b9d010","Free","2024-08-04",\N,\N,"2024-11-24","Tier 3","25-34"
"UIDLC1a76592a00b","Free","2024-02-14",\N,\N,"2024-12-03","Tier 3","35-44"
"UIDLC1a771f8099e","Free","2024-04-18",\N,\N,"2024-06-15","Tier 3","35-44"
"UIDLC1a7732fb40d","Basic","2024-07-02","2024-08-02","Free",\N,"Tier 3","18-24"
"UIDLC1a77b391040","Basic","2024-11-29",\N,\N,\N,"Tier 1","45+"
"UIDLC1a77e1a53da","Basic","2024-10-25",\N,\N,"2024-11-23","Tier 2","18-24"
"UIDLC1a77e8157e1","Free","2024-08-09",\N,\N,\N,"Tier 2","18-24"
"UIDLC1a77f0cf09c","Basic","2024-10-20",\N,\N,\N,"Tier 2","25-34"
