"user_id","subscription_plan","subscription_date","plan_change_date","new_subscription_plan","last_active_date","city_tier","age_group"
"UIDJS232b363d31c","VIP","2024-05-21",\N,\N,\N,"Tier 1","25-34"
"UIDJS232c060a7ed","Premium","2024-07-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS232c797ca28","VIP","2024-05-08",\N,\N,\N,"Tier 1","18-24"
"UIDJS232d3f91092","VIP","2024-04-03",\N,\N,"2024-10-22","Tier 3","18-24"
"UIDJS232d542f7f6","Free","2024-05-25",\N,\N,"2024-09-12","Tier 3","25-34"
"UIDJS232d8e1e6e4","Premium","2024-10-06",\N,\N,\N,"Tier 1","25-34"
"UIDJS232e19f01c7","Premium","2024-02-17",\N,\N,\N,"Tier 2","35-44"
"UIDJS23309644b61","Free","2024-10-04",\N,\N,\N,"Tier 2","35-44"
"UIDJS2330fda5629","VIP","2024-05-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS23346490e7f","VIP","2024-01-12",\N,\N,\N,"Tier 2","18-24"
"UIDJS23380188ae1","VIP","2024-05-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS233b293d40e","VIP","2024-04-05",\N,\N,\N,"Tier 2","25-34"
"UIDJS233b3e37fb5","Free","2024-10-12",\N,\N,\N,"Tier 1","25-34"
"UIDJS233d8e1c393","Free","2024-09-08","2024-10-08","Premium",\N,"Tier 1","35-44"
"UIDJS2340f1b6e83","VIP","2024-10-16",\N,\N,"2024-12-08","Tier 1","35-44"
"UIDJS2341e7d3554","Premium","2024-01-15",\N,\N,\N,"Tier 1","25-34"
"UIDJS23433fac23e","VIP","2024-01-03",\N,\N,"2024-10-26","Tier 3","35-44"
"UIDJS23448cc3d90","Free","2024-10-24",\N,\N,"2024-11-13","Tier 1","25-34"
"UIDJS23468243900","Premium","2024-09-11",\N,\N,\N,"Tier 1","25-34"
"UIDJS234a722765a","Free","2024-05-07",\N,\N,\N,"Tier 2","25-34"
"UIDJS234c0e8ce36","VIP","2024-09-24",\N,\N,"2024-12-04","Tier 3","18-24"
"UIDJS234d618aabd","Premium","2024-07-22",\N,\N,\N,"Tier 1","45+"
"UIDJS2350d4d116a","Free","2024-08-28",\N,\N,\N,"Tier 1","18-24"
"UIDJS2353b997a9e","Premium","2024-07-06",\N,\N,\N,"Tier 2","25-34"
"UIDJS2355cf074ac","Premium","2024-02-11",\N,\N,\N,"Tier 1","25-34"
"UIDJS23577dd71df","Premium","2024-04-23",\N,\N,\N,"Tier 1","45+"
"UIDJS235852be506","VIP","2024-01-08","2024-11-08","Free",\N,"Tier 2","25-34"
"UIDJS235970ef471","VIP","2024-02-20",\N,\N,\N,"Tier 1","35-44"
"UIDJS235ab4c2eac","Premium","2024-01-09",\N,\N,"2024-10-23","Tier 2","35-44"
"UIDJS235ae4b04e5","VIP","2024-10-19",\N,\N,\N,"Tier 3","35-44"
"UIDJS235d4b5e34c","Premium","2024-10-17",\N,\N,\N,"Tier 1","45+"
"UIDJS235f6428beb","VIP","2024-04-29","2024-08-29","Free",\N,"Tier 3","25-34"
"UIDJS23634de47e3","Premium","2024-06-03",\N,\N,"2024-07-18","Tier 2","25-34"
"UIDJS2363b0e3476","VIP","2024-08-23",\N,\N,"2024-10-02","Tier 1","18-24"
"UIDJS23642ece7e9","VIP","2024-03-12","2024-05-12","Premium",\N,"Tier 1","25-34"
"UIDJS2364f7c4483","Premium","2024-04-25",\N,\N,\N,"Tier 1","25-34"
"UIDJS2365f729648","VIP","2024-07-05","2024-08-05","Premium",\N,"Tier 1","18-24"
"UIDJS2369d186540","Premium","2024-06-23",\N,\N,\N,"Tier 2","25-34"
"UIDJS2369d4d5c54","Premium","2024-01-03",\N,\N,\N,"Tier 1","35-44"
"UIDJS2369f5124d1","VIP","2024-03-04",\N,\N,\N,"Tier 2","18-24"
"UIDJS236a4b184d8","VIP","2024-06-10",\N,\N,"2024-07-16","Tier 2","35-44"
"UIDJS236a63ffd11","VIP","2024-08-21","2024-09-21","Premium",\N,"Tier 2","35-44"
"UIDJS236c7daa213","Premium","2024-11-29",\N,\N,\N,"Tier 1","35-44"
"UIDJS23720ed4423","Premium","2024-03-11",\N,\N,\N,"Tier 2","18-24"
"UIDJS237773838ce","VIP","2024-03-05",\N,\N,\N,"Tier 2","25-34"
"UIDJS2377b640f2f","VIP","2024-11-03",\N,\N,\N,"Tier 1","25-34"
"UIDJS237b80c0574","VIP","2024-09-30",\N,\N,\N,"Tier 1","25-34"
"UIDJS237d08147e7","VIP","2024-04-29",\N,\N,\N,"Tier 2","25-34"
"UIDJS237fe6c0301","VIP","2024-03-26",\N,\N,\N,"Tier 1","18-24"
"UIDJS2381747f585","VIP","2024-06-06",\N,\N,\N,"Tier 2","35-44"
"UIDJS238308f0bb2","Free","2024-06-16","2024-07-16","VIP",\N,"Tier 1","25-34"
"UIDJS2383111a0d6","Free","2024-05-15","2024-07-15","Premium",\N,"Tier 2","45+"
"UIDJS23839a2ca25","Premium","2024-09-13",\N,\N,\N,"Tier 1","25-34"
"UIDJS2383a5b3717","Free","2024-02-18",\N,\N,\N,"Tier 3","25-34"
"UIDJS238427128f8","VIP","2024-10-19",\N,\N,\N,"Tier 1","25-34"
"UIDJS2385645814d","Free","2024-11-25",\N,\N,"2024-12-20","Tier 1","18-24"
"UIDJS2387d4a996f","VIP","2024-04-15","2024-10-15","Free",\N,"Tier 3","45+"
"UIDJS238ae096805","VIP","2024-08-29",\N,\N,"2024-12-05","Tier 3","18-24"
"UIDJS238df7332e9","Premium","2024-07-24",\N,\N,\N,"Tier 1","35-44"
"UIDJS2393f6516ac","VIP","2024-11-27",\N,\N,\N,"Tier 1","18-24"
"UIDJS23955816f45","VIP","2024-02-08",\N,\N,\N,"Tier 2","25-34"
"UIDJS23994728666","Free","2024-01-25",\N,\N,"2024-07-12","Tier 3","25-34"
"UIDJS23995abeecc","Free","2024-04-06",\N,\N,\N,"Tier 3","25-34"
"UIDJS239979931f9","VIP","2024-01-29",\N,\N,\N,"Tier 3","18-24"
"UIDJS2399df6f628","Free","2024-04-29",\N,\N,\N,"Tier 1","25-34"
"UIDJS239b23c833b","Premium","2024-11-07",\N,\N,"2024-12-01","Tier 1","18-24"
"UIDJS239c595ed8c","Premium","2024-02-13",\N,\N,\N,"Tier 1","35-44"
"UIDJS239ee4f761c","Free","2024-05-22",\N,\N,\N,"Tier 3","18-24"
"UIDJS23a00e24bf9","Premium","2024-08-26",\N,\N,\N,"Tier 1","35-44"
"UIDJS23a57a1b8b5","Premium","2024-11-06",\N,\N,\N,"Tier 1","35-44"
"UIDJS23a594e99e1","VIP","2024-11-05","2024-12-05","Premium",\N,"Tier 1","25-34"
"UIDJS23a5b722326","Free","2024-04-04",\N,\N,\N,"Tier 2","35-44"
"UIDJS23a5e863bb3","Free","2024-01-31",\N,\N,\N,"Tier 3","25-34"
"UIDJS23a7b827307","VIP","2024-09-13",\N,\N,\N,"Tier 2","25-34"
"UIDJS23a904e9f62","VIP","2024-04-16",\N,\N,\N,"Tier 1","25-34"
"UIDJS23a9b9083db","Free","2024-01-08",\N,\N,"2024-06-16","Tier 1","35-44"
"UIDJS23b21303e71","Premium","2024-10-25",\N,\N,"2024-12-19","Tier 1","35-44"
"UIDJS23b343b9bd0","Premium","2024-10-25",\N,\N,\N,"Tier 1","25-34"
"UIDJS23b59a3e5d6","Premium","2024-10-18",\N,\N,\N,"Tier 1","25-34"
"UIDJS23b73d91a25","Free","2024-05-24",\N,\N,\N,"Tier 1","18-24"
"UIDJS23b8bf4f864","Premium","2024-11-14",\N,\N,\N,"Tier 2","35-44"
"UIDJS23b9b3d3005","Premium","2024-03-18",\N,\N,\N,"Tier 1","25-34"
"UIDJS23b9bfe6e09","VIP","2024-08-28","2024-09-28","Premium",\N,"Tier 3","25-34"
"UIDJS23bc69b060c","Premium","2024-04-21",\N,\N,\N,"Tier 1","18-24"
"UIDJS23bd91460db","Premium","2024-09-07",\N,\N,\N,"Tier 2","45+"
"UIDJS23beba55015","VIP","2024-05-27","2024-07-27","Premium",\N,"Tier 2","25-34"
"UIDJS23c0493cb8a","Free","2024-09-28",\N,\N,\N,"Tier 1","35-44"
"UIDJS23c1ad639a3","Premium","2024-08-12",\N,\N,\N,"Tier 1","45+"
"UIDJS23c3720266b","VIP","2024-02-09",\N,\N,\N,"Tier 2","18-24"
"UIDJS23c73a560e2","Premium","2024-11-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS23c95a93f9b","Premium","2024-08-17",\N,\N,\N,"Tier 3","35-44"
"UIDJS23c9a0540fe","Free","2024-03-06",\N,\N,\N,"Tier 3","25-34"
"UIDJS23cfd16cebf","Premium","2024-03-05",\N,\N,\N,"Tier 1","25-34"
"UIDJS23d2643e315","VIP","2024-01-11","2024-02-11","Premium",\N,"Tier 3","25-34"
"UIDJS23d2e00dc20","Free","2024-03-27",\N,\N,"2024-10-02","Tier 2","25-34"
"UIDJS23d470b7157","Premium","2024-08-06",\N,\N,"2024-11-13","Tier 1","18-24"
"UIDJS23d68ce66e1","VIP","2024-11-12",\N,\N,\N,"Tier 2","25-34"
"UIDJS23d6dd4b1b0","Free","2024-07-06",\N,\N,\N,"Tier 3","35-44"
"UIDJS23d72cfd9b2","VIP","2024-08-11",\N,\N,\N,"Tier 1","18-24"
"UIDJS23d924b09da","VIP","2024-07-19","2024-11-19","Free",\N,"Tier 1","25-34"
"UIDJS23d999c9562","VIP","2024-07-12","2024-08-12","Free",\N,"Tier 1","18-24"
"UIDJS23d9ebfe3dd","VIP","2024-09-18",\N,\N,\N,"Tier 1","25-34"
"UIDJS23e1bd4fd67","Premium","2024-09-17",\N,\N,\N,"Tier 1","35-44"
"UIDJS23e1d763323","Premium","2024-08-25",\N,\N,\N,"Tier 3","18-24"
"UIDJS23e644fc843","VIP","2024-04-12",\N,\N,\N,"Tier 2","25-34"
"UIDJS23e7508ee0d","Free","2024-09-12",\N,\N,\N,"Tier 1","35-44"
"UIDJS23e79eeb4c7","Free","2024-05-02",\N,\N,"2024-09-24","Tier 1","18-24"
"UIDJS23e9ba1ddd7","VIP","2024-08-25",\N,\N,\N,"Tier 1","35-44"
"UIDJS23eaa06df73","VIP","2024-04-21",\N,\N,\N,"Tier 2","25-34"
"UIDJS23eacc6e5cc","Premium","2024-09-21",\N,\N,\N,"Tier 1","18-24"
"UIDJS23ebf39e57e","Free","2024-11-18",\N,\N,\N,"Tier 2","25-34"
"UIDJS23ed74e2c3a","VIP","2024-01-24",\N,\N,\N,"Tier 1","25-34"
"UIDJS23efca0751c","Premium","2024-09-24",\N,\N,\N,"Tier 1","18-24"
"UIDJS23f1032cfea","Premium","2024-10-19",\N,\N,\N,"Tier 1","35-44"
"UIDJS23f397280fe","VIP","2024-07-31",\N,\N,\N,"Tier 1","25-34"
"UIDJS23f5c99966f","Premium","2024-09-13",\N,\N,"2024-11-25","Tier 1","35-44"
"UIDJS23f5f60f7a8","Premium","2024-03-06",\N,\N,\N,"Tier 1","35-44"
"UIDJS23f683613dc","VIP","2024-08-22",\N,\N,"2024-11-20","Tier 1","25-34"
"UIDJS23f6a3f22f6","Free","2024-09-02",\N,\N,"2024-11-22","Tier 2","45+"
"UIDJS23f7d2b4349","VIP","2024-09-04",\N,\N,\N,"Tier 2","25-34"
"UIDJS23f8d1b963a","VIP","2024-10-14",\N,\N,\N,"Tier 2","25-34"
"UIDJS23f97f830fe","Free","2024-06-17",\N,\N,\N,"Tier 2","25-34"
"UIDJS23f9a2ae0d1","VIP","2024-09-08",\N,\N,\N,"Tier 1","25-34"
"UIDJS23faa9fa6ec","Free","2024-08-21",\N,\N,\N,"Tier 3","35-44"
"UIDJS23fe0920df7","Free","2024-04-06",\N,\N,"2024-11-28","Tier 1","35-44"
"UIDJS23ff438afb7","VIP","2024-06-29",\N,\N,\N,"Tier 1","35-44"
"UIDJS24003704de9","Free","2024-11-08",\N,\N,\N,"Tier 2","18-24"
"UIDJS24020b3bff6","VIP","2024-08-07",\N,\N,\N,"Tier 1","25-34"
"UIDJS24032cca006","Free","2024-02-16",\N,\N,\N,"Tier 2","25-34"
"UIDJS2403b466cf8","VIP","2024-02-24","2024-03-24","Premium",\N,"Tier 1","25-34"
"UIDJS2403e5e8829","Premium","2024-09-27",\N,\N,\N,"Tier 1","35-44"
"UIDJS2405da7a229","VIP","2024-07-27",\N,\N,\N,"Tier 1","25-34"
"UIDJS2405f63e57d","Free","2024-02-28",\N,\N,"2024-07-30","Tier 1","25-34"
"UIDJS240a43f15b5","VIP","2024-02-18",\N,\N,\N,"Tier 1","35-44"
"UIDJS240b86bf837","Free","2024-09-05",\N,\N,\N,"Tier 2","25-34"
"UIDJS240ca750e15","VIP","2024-11-15",\N,\N,\N,"Tier 2","25-34"
"UIDJS240e43d10f4","Free","2024-03-28",\N,\N,\N,"Tier 1","25-34"
"UIDJS240e80469b1","VIP","2024-04-13",\N,\N,\N,"Tier 1","25-34"
"UIDJS2411703887e","VIP","2024-09-15",\N,\N,\N,"Tier 1","25-34"
"UIDJS241377da302","Free","2024-01-23",\N,\N,\N,"Tier 2","25-34"
"UIDJS24140b9b3a0","Premium","2024-08-24",\N,\N,\N,"Tier 2","45+"
"UIDJS241455348a9","Free","2024-06-02",\N,\N,\N,"Tier 1","45+"
"UIDJS24146e6924f","VIP","2024-10-22",\N,\N,\N,"Tier 1","45+"
"UIDJS24147a83062","Free","2024-01-14",\N,\N,\N,"Tier 3","25-34"
"UIDJS24150a5d376","VIP","2024-11-23",\N,\N,\N,"Tier 1","45+"
"UIDJS2415cbc55ef","VIP","2024-04-06",\N,\N,\N,"Tier 2","45+"
"UIDJS2416256ca95","VIP","2024-03-13",\N,\N,\N,"Tier 1","35-44"
"UIDJS241b873c00b","VIP","2024-07-22",\N,\N,\N,"Tier 1","18-24"
"UIDJS241d0e5ddb6","Premium","2024-03-05",\N,\N,\N,"Tier 1","25-34"
"UIDJS241dc9b9698","Free","2024-08-30",\N,\N,\N,"Tier 2","35-44"
"UIDJS241f6a8d3dd","VIP","2024-07-11",\N,\N,\N,"Tier 1","25-34"
"UIDJS24209d8a81a","VIP","2024-06-27",\N,\N,\N,"Tier 1","45+"
"UIDJS242116e6529","Premium","2024-11-10",\N,\N,\N,"Tier 2","25-34"
"UIDJS2422847881e","Premium","2024-07-04",\N,\N,\N,"Tier 2","18-24"
"UIDJS24235791714","Premium","2024-07-14",\N,\N,\N,"Tier 2","35-44"
"UIDJS24244d2edd9","VIP","2024-05-22",\N,\N,\N,"Tier 1","18-24"
"UIDJS2425e1fd99c","VIP","2024-05-18",\N,\N,\N,"Tier 1","25-34"
"UIDJS2425fb082ff","Premium","2024-05-24","2024-11-24","VIP",\N,"Tier 1","35-44"
"UIDJS2427ebe910d","Free","2024-05-12",\N,\N,"2024-08-07","Tier 1","25-34"
"UIDJS242881c237f","VIP","2024-10-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS2429227cf58","VIP","2024-11-30",\N,\N,\N,"Tier 1","35-44"
"UIDJS2429b22a59f","VIP","2024-01-01",\N,\N,\N,"Tier 1","18-24"
"UIDJS242badfa802","Free","2024-07-09",\N,\N,\N,"Tier 3","25-34"
"UIDJS242d7e80600","Free","2024-10-26",\N,\N,"2024-12-03","Tier 1","35-44"
"UIDJS242e47ecdb7","Premium","2024-09-09","2024-12-09","VIP",\N,"Tier 1","25-34"
"UIDJS2430f1bed2d","VIP","2024-03-20","2024-05-20","Premium",\N,"Tier 2","35-44"
"UIDJS243100e9d96","VIP","2024-04-22",\N,\N,\N,"Tier 2","25-34"
"UIDJS24318e90d11","Free","2024-07-15",\N,\N,"2024-08-26","Tier 2","25-34"
"UIDJS2431b3374e1","Free","2024-02-20","2024-10-20","VIP",\N,"Tier 1","35-44"
"UIDJS243385fafe0","Premium","2024-03-08",\N,\N,\N,"Tier 1","18-24"
"UIDJS2434f9171cc","Premium","2024-09-10",\N,\N,"2024-11-04","Tier 1","18-24"
"UIDJS24365a45c69","Free","2024-11-07",\N,\N,\N,"Tier 2","18-24"
"UIDJS2436617ce71","Free","2024-11-03",\N,\N,\N,"Tier 2","25-34"
"UIDJS243716c70ac","VIP","2024-09-28",\N,\N,\N,"Tier 3","35-44"
"UIDJS24375c810d6","Premium","2024-08-28",\N,\N,\N,"Tier 1","25-34"
"UIDJS24385f9bc8d","Premium","2024-01-14",\N,\N,"2024-09-16","Tier 2","25-34"
"UIDJS2438be20582","Free","2024-07-14",\N,\N,\N,"Tier 1","25-34"
"UIDJS243a21c52a7","VIP","2024-08-02",\N,\N,"2024-11-08","Tier 1","18-24"
"UIDJS243f7cc9d72","VIP","2024-06-24",\N,\N,\N,"Tier 1","25-34"
"UIDJS24418deb9db","Free","2024-03-11",\N,\N,\N,"Tier 3","25-34"
"UIDJS2442e847400","VIP","2024-05-14",\N,\N,"2024-12-02","Tier 1","35-44"
"UIDJS2443c72b99a","VIP","2024-10-28",\N,\N,\N,"Tier 1","18-24"
"UIDJS2449a1fb42d","Free","2024-04-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS244b9cfd4f1","Free","2024-11-10",\N,\N,\N,"Tier 2","18-24"
"UIDJS244cf920bcb","Free","2024-01-01",\N,\N,"2024-08-09","Tier 2","45+"
"UIDJS244d92b72d5","VIP","2024-04-05",\N,\N,\N,"Tier 3","25-34"
"UIDJS244eb6536fa","VIP","2024-11-24",\N,\N,\N,"Tier 1","35-44"
"UIDJS24542d91450","Free","2024-03-10",\N,\N,"2024-08-13","Tier 2","25-34"
"UIDJS24552e70ac0","VIP","2024-07-22",\N,\N,\N,"Tier 1","45+"
"UIDJS2456b046cca","Free","2024-07-27",\N,\N,\N,"Tier 3","35-44"
"UIDJS24589266285","VIP","2024-05-28",\N,\N,"2024-11-13","Tier 1","35-44"
"UIDJS245a2905014","VIP","2024-09-24","2024-12-24","Free",\N,"Tier 1","25-34"
"UIDJS245a4a779e2","Premium","2024-11-20",\N,\N,"2024-12-17","Tier 2","35-44"
"UIDJS245b011afb5","VIP","2024-04-13",\N,\N,\N,"Tier 2","18-24"
"UIDJS245bba77321","Free","2024-09-01",\N,\N,"2024-10-20","Tier 2","35-44"
"UIDJS245c5b54d89","Free","2024-05-07",\N,\N,\N,"Tier 1","35-44"
"UIDJS245c7a52dcc","Free","2024-03-26",\N,\N,\N,"Tier 2","25-34"
"UIDJS245d41942e4","VIP","2024-03-16",\N,\N,"2024-07-25","Tier 3","35-44"
"UIDJS245fe1613cf","VIP","2024-07-20",\N,\N,"2024-09-21","Tier 2","25-34"
"UIDJS246154d6d40","VIP","2024-02-10","2024-09-10","Free",\N,"Tier 2","25-34"
"UIDJS24637018ffc","Free","2024-02-04",\N,\N,\N,"Tier 1","18-24"
"UIDJS246474662a8","Premium","2024-05-06",\N,\N,\N,"Tier 2","35-44"
"UIDJS2466579340c","Premium","2024-03-31",\N,\N,"2024-07-24","Tier 1","25-34"
"UIDJS2467342765f","Free","2024-01-28",\N,\N,\N,"Tier 2","25-34"
"UIDJS246853e51e0","Free","2024-03-14","2024-11-14","VIP",\N,"Tier 2","45+"
"UIDJS2468594aa8c","Free","2024-05-13",\N,\N,\N,"Tier 2","45+"
"UIDJS2468bd04c12","VIP","2024-01-10","2024-02-10","Free",\N,"Tier 2","18-24"
"UIDJS2468c7c98f4","VIP","2024-05-19","2024-07-19","Premium",\N,"Tier 2","45+"
"UIDJS246a2ddea86","Premium","2024-08-02","2024-12-02","VIP",\N,"Tier 1","35-44"
"UIDJS246a8e54ad4","VIP","2024-11-11","2024-12-11","Premium",\N,"Tier 1","25-34"
"UIDJS24709b8f098","VIP","2024-03-10",\N,\N,\N,"Tier 1","35-44"
"UIDJS2471646624e","VIP","2024-09-25","2024-10-25","Premium",\N,"Tier 1","25-34"
"UIDJS2473d909522","VIP","2024-08-10","2024-10-10","Premium",\N,"Tier 1","35-44"
"UIDJS247457f330f","VIP","2024-09-03",\N,\N,\N,"Tier 1","25-34"
"UIDJS24745bef78e","VIP","2024-03-03",\N,\N,\N,"Tier 1","25-34"
"UIDJS2474d901b9f","VIP","2024-01-26","2024-02-26","Premium",\N,"Tier 1","25-34"
"UIDJS2475a7c4947","Free","2024-11-01",\N,\N,\N,"Tier 2","35-44"
"UIDJS2475fa22fbd","Free","2024-04-19",\N,\N,\N,"Tier 1","25-34"
"UIDJS24782b7017f","VIP","2024-08-15",\N,\N,\N,"Tier 1","25-34"
"UIDJS24786ca344e","Free","2024-05-01",\N,\N,\N,"Tier 3","25-34"
"UIDJS2479168c6b8","Free","2024-05-24",\N,\N,\N,"Tier 2","35-44"
"UIDJS2479931307b","Premium","2024-02-18",\N,\N,\N,"Tier 1","45+"
"UIDJS247c5d5416c","Free","2024-08-11",\N,\N,\N,"Tier 2","25-34"
"UIDJS247d0d038ae","VIP","2024-03-19","2024-04-19","Premium",\N,"Tier 1","25-34"
"UIDJS247e21c8709","VIP","2024-05-13",\N,\N,\N,"Tier 1","35-44"
"UIDJS24800bcbb78","Free","2024-10-21",\N,\N,\N,"Tier 3","25-34"
"UIDJS2480638e7a2","VIP","2024-09-04",\N,\N,\N,"Tier 1","25-34"
"UIDJS24809a82467","VIP","2024-03-02",\N,\N,\N,"Tier 2","25-34"
"UIDJS2480aab834e","VIP","2024-10-06",\N,\N,\N,"Tier 2","25-34"
"UIDJS24817932235","VIP","2024-06-04","2024-07-04","Premium",\N,"Tier 1","25-34"
"UIDJS248619ca722","Free","2024-01-12",\N,\N,\N,"Tier 3","25-34"
"UIDJS2487b81da8e","VIP","2024-11-19","2024-12-19","Free",\N,"Tier 2","25-34"
"UIDJS2487bb722e8","Premium","2024-10-29",\N,\N,\N,"Tier 1","25-34"
"UIDJS248bc5481ec","Premium","2024-01-21",\N,\N,\N,"Tier 1","45+"
"UIDJS248d1c4625e","VIP","2024-11-13","2024-12-13","Premium",\N,"Tier 1","45+"
"UIDJS248fbac579b","VIP","2024-04-26",\N,\N,\N,"Tier 1","25-34"
"UIDJS24913e278c1","Premium","2024-11-14",\N,\N,\N,"Tier 1","25-34"
"UIDJS2493ed42174","VIP","2024-02-01","2024-03-01","Premium",\N,"Tier 2","25-34"
"UIDJS2496a4268ed","Premium","2024-06-23",\N,\N,\N,"Tier 2","45+"
"UIDJS2497b6309de","Premium","2024-10-20",\N,\N,\N,"Tier 2","45+"
"UIDJS24996921790","Free","2024-09-04",\N,\N,\N,"Tier 1","45+"
"UIDJS249bc9abfa6","Premium","2024-08-10",\N,\N,\N,"Tier 1","35-44"
"UIDJS249d21221f6","VIP","2024-11-08","2024-12-08","Premium",\N,"Tier 1","35-44"
"UIDJS249d29766cd","Premium","2024-08-08","2024-11-08","VIP",\N,"Tier 1","25-34"
"UIDJS249ddf4b1e4","VIP","2024-07-02",\N,\N,\N,"Tier 2","25-34"
"UIDJS249e535af4d","VIP","2024-02-27",\N,\N,\N,"Tier 2","18-24"
"UIDJS249ebf296bb","VIP","2024-08-02",\N,\N,"2024-09-11","Tier 3","25-34"
"UIDJS24a036a930d","VIP","2024-06-15","2024-11-15","Free",\N,"Tier 2","45+"
"UIDJS24a2c1fcc03","VIP","2024-09-19",\N,\N,\N,"Tier 3","25-34"
"UIDJS24a3ed378ad","Free","2024-02-10",\N,\N,\N,"Tier 3","25-34"
"UIDJS24a56cafb0f","VIP","2024-11-30",\N,\N,\N,"Tier 1","25-34"
"UIDJS24a67608276","VIP","2024-04-24",\N,\N,\N,"Tier 2","18-24"
"UIDJS24aa6fcb178","Free","2024-02-28",\N,\N,"2024-04-12","Tier 2","25-34"
"UIDJS24abc2d1c68","Premium","2024-01-31","2024-04-30","VIP",\N,"Tier 1","35-44"
"UIDJS24b0d6e82d1","VIP","2024-03-08","2024-08-08","Free",\N,"Tier 1","18-24"
"UIDJS24b3decdf61","VIP","2024-01-01",\N,\N,\N,"Tier 1","25-34"
"UIDJS24b57d4fa61","VIP","2024-05-04",\N,\N,\N,"Tier 2","18-24"
"UIDJS24b5efe0f94","VIP","2024-09-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS24b62e19baf","Free","2024-05-08",\N,\N,\N,"Tier 3","25-34"
"UIDJS24b749f531d","Premium","2024-05-27",\N,\N,"2024-07-25","Tier 2","18-24"
"UIDJS24b765af805","Premium","2024-10-16",\N,\N,\N,"Tier 3","35-44"
"UIDJS24b7e39196d","VIP","2024-08-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS24b9b974b7a","Premium","2024-08-22",\N,\N,\N,"Tier 1","25-34"
"UIDJS24bb1980d4a","VIP","2024-09-06",\N,\N,\N,"Tier 1","45+"
"UIDJS24be0065eb0","VIP","2024-07-21","2024-09-21","Premium",\N,"Tier 1","35-44"
"UIDJS24c34b4ff1b","Free","2024-06-14",\N,\N,"2024-08-03","Tier 3","35-44"
"UIDJS24c86894f5b","Free","2024-09-16",\N,\N,\N,"Tier 2","35-44"
"UIDJS24c881cda05","Free","2024-07-02",\N,\N,\N,"Tier 3","35-44"
"UIDJS24c997b6c68","VIP","2024-08-26",\N,\N,\N,"Tier 1","18-24"
"UIDJS24cb772c62d","Free","2024-05-24",\N,\N,\N,"Tier 1","35-44"
"UIDJS24cdc27a28a","Free","2024-11-15",\N,\N,\N,"Tier 1","25-34"
"UIDJS24cf3399e65","VIP","2024-10-02","2024-11-02","Premium",\N,"Tier 1","35-44"
"UIDJS24cfddebe66","Premium","2024-08-02",\N,\N,\N,"Tier 1","25-34"
"UIDJS24cfefb77cc","Premium","2024-10-15",\N,\N,\N,"Tier 3","18-24"
"UIDJS24d353bb603","Premium","2024-01-29",\N,\N,\N,"Tier 1","25-34"
"UIDJS24d37bbd06f","Free","2024-08-26",\N,\N,\N,"Tier 2","35-44"
"UIDJS24d6da8cdf5","Premium","2024-01-23",\N,\N,\N,"Tier 1","35-44"
"UIDJS24dd6750e17","Free","2024-11-25",\N,\N,\N,"Tier 2","25-34"
"UIDJS24dd9d326ff","Free","2024-08-05","2024-10-05","VIP",\N,"Tier 1","45+"
"UIDJS24de244ebf2","VIP","2024-02-27",\N,\N,\N,"Tier 1","35-44"
"UIDJS24dfd1b0d52","Free","2024-07-12",\N,\N,\N,"Tier 2","18-24"
"UIDJS24e05be850a","VIP","2024-02-12",\N,\N,\N,"Tier 2","25-34"
"UIDJS24e3382152b","Premium","2024-08-07",\N,\N,\N,"Tier 1","25-34"
"UIDJS24e4dc14f3e","Free","2024-06-22",\N,\N,\N,"Tier 1","18-24"
"UIDJS24e7399c12b","VIP","2024-10-25",\N,\N,"2024-12-21","Tier 1","45+"
"UIDJS24e7f371f39","Premium","2024-01-15",\N,\N,\N,"Tier 1","35-44"
"UIDJS24e8964f474","Premium","2024-04-12",\N,\N,"2024-06-09","Tier 3","25-34"
"UIDJS24e91546e45","Free","2024-01-23",\N,\N,\N,"Tier 1","45+"
"UIDJS24eb376ca78","VIP","2024-09-18",\N,\N,\N,"Tier 1","45+"
"UIDJS24ed45912e7","Premium","2024-11-27",\N,\N,\N,"Tier 3","35-44"
"UIDJS24eef087eaa","VIP","2024-08-10",\N,\N,"2024-10-03","Tier 1","45+"
"UIDJS24f15668563","VIP","2024-05-05",\N,\N,\N,"Tier 2","45+"
"UIDJS24f3a563b07","Free","2024-10-05",\N,\N,\N,"Tier 1","45+"
"UIDJS24f4e95f898","Free","2024-02-13","2024-03-13","VIP",\N,"Tier 2","25-34"
"UIDJS24f51961f3a","Premium","2024-03-07",\N,\N,\N,"Tier 1","35-44"
"UIDJS24faf2f5e19","Premium","2024-08-16",\N,\N,\N,"Tier 3","18-24"
"UIDJS24fdf748733","Premium","2024-09-11",\N,\N,\N,"Tier 1","45+"
"UIDJS24fefa86463","VIP","2024-04-23",\N,\N,\N,"Tier 1","25-34"
